,Id,Name,placeOfBirth,Gender,DateAcquired
9656,199,Thomas Gainsborough,United Kingdom,Male,1910
9814,200,William Gale,United Kingdom,Male,1955
9815,2658,Anya Gallaccio,United Kingdom,Female,1998
9820,9553,Ellen Gallagher,United States,Female,2008
9826,11460,Sandra Gamarra,Perú,Female,2009
9827,9102,Ryan Gander,United Kingdom,Male,2007
9829,6876,Carlos Garaicoa,Cuba,Male,2004
9831,1139,Richard Garbe,United Kingdom,Male,1925
9834,10370,Mario Garcia Torres,México,Male,2009
9835,1140,Clive Gardiner,United Kingdom,Male,1964
9836,201,Daniel Gardner,United Kingdom,Male,1934
9838,1141,Jedd Garet,United States,Male,1985
9839,202,George Garrard,United Kingdom,Male,1979
9845,203,Norman Garstin,Ireland,Male,1927
9849,1142,David Gascoyne,United Kingdom,Male,1987
9850,2696,Anna Gaskell,United States,Female,1999
9853,204,Henry Gastineau,0,Male,1898
9856,1143,Henri Gaudier-Brzeska,France,Male,1918
9916,1144,Paul Gauguin,France,Male,1917
9920,1145,Peter Gauld,0,Male,1975
9924,1146,William Gear,United Kingdom,Male,1986
9932,205,Andrew Geddes,United Kingdom,Male,1847
9938,1147,Dennis Geden,Canada,Male,1976
9942,11852,Gego (Gertrud Goldschmidt),Germany,Female,2009
9944,2428,Walter Geikie,United Kingdom,Male,1997
9947,2352,Benedetto Gennari,Italia,Male,1994
9948,1148,David Gentleman,United Kingdom,Male,1975
9994,1149,Tom Gentleman,0,Male,1975
9995,10435,Isa Genzken,Germany,Female,2010
9996,1150,Iqbal Geoffrey,Pakistan,Male,1962
9997,1151,Patrick George,United Kingdom,Male,1961
10000,1152,Thomas George,United States,Male,1962
10001,1153,Charles M. Gere,United Kingdom,Male,1927
10003,1154,Margaret Gere,United Kingdom,Female,1917
10004,1155,A.H. Gerrard,United Kingdom,Male,1926
10005,2290,Kathleen Gerrard,0,Female,1991
10006,4643,Ori Gersht,Mehoz,Male,2003
10007,2781,Moshe Gershuni,Mehoz,Male,2000
10009,1156,Mark Gertler,United Kingdom,Male,1923
10022,1157,Percy Francis Gethin,Ireland,Male,1926
10025,206,Marcus Gheeraerts  II,Belgium,Male,1974
10030,1158,Nicolas Ghika,Greece,Male,1955
10031,1159,Alberto Giacometti,Italia,Male,1949
10052,1160,Arthur Giardelli,United Kingdom,Male,1983
10053,1161,Phelan Gibb,United Kingdom,Male,1928
10054,2218,John Gibbons,Ireland,Male,1988
10056,1162,Evelyn Gibbs,United Kingdom,Female,1978
10060,2737,Ewan Gibbs,United Kingdom,Male,2000
10062,2329,Henry Gibbs,0,Male,1994
10063,207,John Gibson,United Kingdom,Male,1847
10065,13199,Tim Gidal,Germany,Male,2010
10066,1163,Gilbert & George,0,Male,2008
10091,1164,Charles Web Gilbert,Australia,Male,1917
10092,208,Sir Alfred Gilbert,United Kingdom,Male,1904
10104,209,Sir John Gilbert,United Kingdom,Male,1904
10110,1165,Stephen Gilbert,United Kingdom,Male,1987
10117,1166,Emile Gilioli,France,Male,1953
10118,210,Charles Gill,0,Male,1974
10119,1167,Colin Gill,United Kingdom,Male,1922
10120,1168,Eric Gill,United Kingdom,Male,1920
10248,1169,Macdonald Gill,United Kingdom,Male,1931
10249,9404,Simryn Gill,Singapore,Female,0
10250,1170,Sam Gilliam,United States,Male,1974
10251,2592,Liam Gillick,United Kingdom,Male,1997
10256,1171,Sir William Gillies,United Kingdom,Male,1955
10261,2739,James Gillray,United Kingdom,Male,1997
10262,1172,Harold Gilman,United Kingdom,Male,1922
10273,2496,Rev. William Gilpin,0,Male,1997
10283,2578,Sawrey Gilpin,United Kingdom,Male,1856
10289,1173,Edna Ginesi,United Kingdom,Female,1938
10291,1174,Phyllis Ginger,United Kingdom,Female,1975
10292,1175,Charles Ginner,France,Male,1924
10303,1176,Edward Giobbi,United States,Male,1964
10304,211,Thomas Girtin,United Kingdom,Male,1856
10398,1177,Feodora Gleichen,United Kingdom,Female,1931
10399,1178,Albert Gleizes,France,Male,1962
10401,1179,Alfred Glendening,United Kingdom,Male,1898
10402,1180,Ronald Glendenning,0,Male,1976
10404,212,John Glover,United Kingdom,Male,1885
10407,2309,Robert Gober,United States,Male,2000
10412,1181,Norbert Goeneutte,France,Male,1930
10413,15613,Mathias Goeritz,Poland,Male,2012
10417,1182,Vincent van Gogh,Nederland,Male,1933
10421,6558,David Goldblatt,South Africa,Male,0
10422,1183,Grace Golden,United Kingdom,Female,1937
10424,2649,Nan Goldin,United States,Female,1997
10431,1184,John Golding,United Kingdom,Male,1974
10435,1185,Hilde Goldschmidt,Germany,Female,1982
10436,7274,Andy Goldsworthy,United Kingdom,Male,2012
10440,2207,Leon Golub,United States,Male,1988
10444,11698,Fernanda Gomes,Brasil,Female,2009
10446,1186,Natalya Goncharova,Russia,Female,1953
10452,11980,Beatriz Gonzalez,Colombia,Female,0
10453,1187,Joan González,0,Male,1972
10493,1188,Julio González,Spain,Male,1970
10549,10354,Dominique Gonzalez-Foerster,France,Female,2008
10551,11937,Felix Gonzalez-Torres,Cuba,Male,2011
10553,213,Thomas Sword Good,United Kingdom,Male,1847
10557,2429,Edward Angelo Goodall,United Kingdom,Male,1997
10558,214,Frederick Goodall,United Kingdom,Male,1847
10561,215,Albert Goodwin,United Kingdom,Male,1894
10568,10750,Dryden Goodwin,United Kingdom,Male,0
10569,1189,Dora Gordine,Russia,Female,1928
10573,2579,Julia Emily Gordon,0,Female,1997
10579,2577,Lady Gordon,0,Female,1996
10580,2617,Douglas Gordon,United Kingdom,Male,1997
10585,2637,Sir Harry Percy Gordon  2nd Bt,0,Male,1997
10590,216,Sir John Watson Gordon,United Kingdom,Male,1920
10591,2497,Charles Gore,United Kingdom,Male,1997
10592,1190,Spencer Gore,United Kingdom,Male,1920
10610,1191,Arshile Gorky,Armenia,Male,1971
10611,1192,Antony Gormley,United Kingdom,Male,1983
10619,1193,Sylvia Gosse,United Kingdom,Female,1927
10620,217,Thomas Cooper Gotch,United Kingdom,Male,1896
10622,1194,Henryk Gotlib,Poland,Male,1980
10623,1195,Adolph Gottlieb,United States,Male,1975
10627,2203,Professor Karl-Otto Götz,Germany,Male,1990
10652,1196,Alan Gouk,United Kingdom,Male,1987
10653,218,Andrew Carrick Gow,United Kingdom,Male,1894
10656,219,Mary Gow,United Kingdom,Female,1908
10657,220,George Gower,0,Male,1952
10659,1197,Sir Lawrence Gowing,United Kingdom,Male,1945
10664,1198,Camille Graeser,Switzerland,Male,1976
10665,1199,Gerhard von Graevenitz,Germany,Male,1973
10666,1200,Dan Graham,United States,Male,1973
10667,2337,Paul Graham,United Kingdom,Male,2012
10681,221,Peter Graham,United Kingdom,Male,1894
10682,7810,Rodney Graham,Canada,Male,2005
10697,1201,Roger Grand,United States,Male,1952
10698,1202,Alistair Grant,United Kingdom,Male,1975
10706,1203,Duncan Grant,United Kingdom,Male,1975
10734,2281,Sir Francis Grant,United Kingdom,Male,1991
10735,8175,Andrew Grassie,United Kingdom,Male,2006
10738,1204,Enrique Grau,Colombia,Male,1978
10739,2498,Hubert François Gravelot,France,Male,1997
10749,1205,William Graveney,United Kingdom,Male,1926
10750,1206,Morris Graves,United States,Male,1962
10751,1207,Douglas S. Gray,United Kingdom,Male,1926
10752,1208,Ronald Gray,United Kingdom,Male,1925
10753,1209,Roy Grayson,United Kingdom,Male,1977
10754,1210,Derrick Greaves,United Kingdom,Male,1975
10773,222,Walter Greaves,United Kingdom,Male,1922
10779,1211,Emilio Greco,Italia,Male,1960
10791,1212,Alan Green,United Kingdom,Male,1975
10818,1213,Anthony Green,United Kingdom,Male,1968
10821,12913,Jesse Green,United States,Male,2010
10822,4531,William Green,United Kingdom,Male,2002
10823,1214,Stephen Greene,United States,Male,1962
10824,1215,Graham Greenfield,0,Male,1975
10826,1216,Peter Greenham,United Kingdom,Male,1965
10830,2690,John Greenhill,United Kingdom,Male,0
10831,1217,Philip Greenwood,United Kingdom,Male,1975
10833,223,Edward John Gregory,United Kingdom,Male,1894
10834,1218,Maurice Greiffenhagen,United Kingdom,Male,1914
10837,2630,Lady Louisa Greville,0,Female,1997
10838,224,Jan Griffier  I,Nederland,Male,1961
10840,13287,Brian Griffiths,United Kingdom,Male,2013
10842,225,John Griffiths,0,Male,1919
10843,8155,Joseph Grigely,United States,Male,0
10844,226,Samuel Hieronymous Grimm,Switzerland,Male,1983
10849,9716,Johan Grimonprez,Belgium,Male,2008
10850,227,Atkinson Grimshaw,United Kingdom,Male,1963
10853,1220,Trevor Grimshaw,United Kingdom,Male,1975
10855,8373,Victor Grippo,Argentina,Male,2006
10857,1221,Juan Gris,Spain,Male,1946
10871,1222,Anthony Gross,United Kingdom,Male,1946
10893,2780,Michael Gross,Israel,Male,2000
10894,1223,George Grosz,Germany,Male,1955
10897,1224,Jan Groth,Norge,Male,1977
10899,16674,Mark Grotjahn,United States,Male,0
10900,1225,Francis Gruber,0,Male,1958
10901,13957,Igor Grubic,Hrvatska,Male,2012
10902,2741,Henri Guerard-Fontallard,0,Male,0
10903,6858,Guerrilla Girls,0,Female,2004
10933,1226,Alvaro Guevara,Chile,Male,1920
10937,1227,Meraud Guevara,United Kingdom,Female,1979
10938,1228,Armand Guillaumin,France,Male,1936
10939,10171,Cao Guimarães,Brasil,Male,0
10940,1229,John Gulich,United Kingdom,Male,1899
10941,12620,Sir Herbert James Gunn,United Kingdom,Male,2010
10942,2644,Lucy Gunning,United Kingdom,Female,1997
10943,8144,Cai Guo-Qiang,China,Male,2005
10944,12171,Subodh Gupta,India,Male,2010
10945,1230,Herbert Gurschner,Austria,Male,1931
10946,2349,Andreas Gursky,Germany,Male,1995
10953,14992,João Maria Gusmão,Portugal,Male,2012
10966,13899,Graham Gussin,United Kingdom,Male,2010
10968,1231,Philip Guston,Canada,Male,1983
11013,1232,Oto Gutfreund,Czech Republica,Male,1970
11014,1233,Robin Guthrie,United Kingdom,Male,1927
11016,228,Sir James Guthrie,United Kingdom,Male,1982
11017,1234,Renato Guttuso,Italia,Male,1950
11023,1235,Allan Gwynne-Jones,United Kingdom,Male,1938
11027,2499,Henry Gyles,United Kingdom,Male,1997
11028,2217,Hans Haacke,Germany,Male,1988
11031,229,Arthur Hacker,United Kingdom,Male,1892
11032,2500,Jacob Philippe Hackert,Germany,Male,1997
11033,230,Sir Francis Seymour Haden,United Kingdom,Male,1909
11042,15958,Rokni Haerizadeh,Îran,Male,2012
11047,1237,Günther Haese,Germany,Male,1965
11048,231,Louis Haghe,Belgium,Male,1847
11049,1238,Sam Haile,United Kingdom,Male,1967
11050,2231,James Hakewill,United Kingdom,Male,1988
11052,3200,Matt Hale,0,Male,0
11053,1239,David Hall,United Kingdom,Male,1970
11054,232,Harry Hall,United Kingdom,Male,1974
11055,1240,Nigel Hall,United Kingdom,Male,1971
11058,1241,Oliver Hall,United Kingdom,Male,1914
11061,2777,Peter Halley,United States,Male,0
11062,2342,Edward Halliday,United Kingdom,Male,1994
11063,233,Keeley Halswelle,United Kingdom,Male,1894
11064,8795,Shoji Hamada,Japan,Male,2005
11078,1242,Maggi Hambling,United Kingdom,Female,1983
11096,1093,Ian Hamilton Finlay,Bahamas,Male,2008
11260,2404,Ann Hamilton,United States,Female,1996
11261,4789,Anthea Hamilton,United Kingdom,Female,2013
11262,1243,Cuthbert Hamilton,India,Male,1965
11263,234,Gavin Hamilton,United Kingdom,Male,1966
11265,2686,Gawen Hamilton,0,Male,1967
11267,235,James Hamilton,United Kingdom,Male,1978
11268,1244,Richard Hamilton,United Kingdom,Male,2008
11406,2580,William Hamilton,United Kingdom,Male,1967
11415,1245,Vilhelm Hammershoi,Danmark,Male,1926
11417,6085,David Hammons,United States,Male,2008
11418,236,Charles Hancock,0,Male,1946
11419,237,Thomas Hand,0,Male,1909
11420,2659,Siobhán Hapaska,United Kingdom,Female,1998
11422,1247,Charles Hardaker,United Kingdom,Male,1966
11423,2620,Martin Hardie,United Kingdom,Male,1997
11426,238,James Duffield Harding,United Kingdom,Male,1909
11433,2569,The Hon. Charles Stewart Harding  Viscount,0,Male,1997
11434,2501,John Harris,0,Male,1996
11435,1248,Margaret Harrison,United Kingdom,Female,1975
11443,7049,Paul Harrison,United Kingdom,Male,2004
11444,239,James Turpin Hart,United Kingdom,Male,1982
11445,240,Solomon Alexander Hart,United Kingdom,Male,1847
11446,2631,Mary Hartley  of Bath,0,Female,1997
11447,1250,Archibald Standish Hartrick,India,Male,1934
11455,1251,Hans Hartung,Germany,Male,1976
11461,1252,Charles Leonard Hartwell,United Kingdom,Male,1908
11463,1253,Herbert Haseltine,Italia,Male,1932
11464,17194,Zarina Hashmi,India,Female,2013
11469,2502,John Hassell,0,Male,1997
11470,10761,Naoya Hatakeyama,Japan,Male,2007
11480,241,William Hatherell,United Kingdom,Male,1913
11481,2365,Mona Hatoum,Al-Lubnan,Female,1996
11491,2503,Matthew Haughton,0,Male,1996
11492,2560,Moses Haughton  the Elder,United Kingdom,Male,1997
11493,1254,Raoul Hausmann,Austria,Male,1974
11494,7348,Eberhard Havekost,Germany,Male,2004
11497,242,William Havell,United Kingdom,Male,1967
11506,7134,Jann Haworth,United States,Female,2012
11508,1255,Henri Hayden,Poland,Male,1975
11524,243,Benjamin Robert Haydon,United Kingdom,Male,1909
11531,244,Edwin Hayes,United Kingdom,Male,1894
11532,2369,John Hayls,0,Male,1995
11533,245,Francis Hayman,0,Male,1953
11538,1256,Patrick Hayman,United Kingdom,Male,1986
11541,246,John Haynes-Williams,United Kingdom,Male,1894
11542,5466,Dan Hays,United Kingdom,Male,2003
11543,2505,John Hayter,United Kingdom,Male,1997
11544,2504,Sir George Hayter,United Kingdom,Male,1997
11548,1257,Stanley William Hayter,United Kingdom,Male,1952
11565,1258,Alfred Robert Hayward,United Kingdom,Male,1922
11567,1259,Tim Head,United Kingdom,Male,1981
11589,2430,Thomas Heaphy,United Kingdom,Male,1997
11590,247,Thomas Hearne,United Kingdom,Male,1947
11599,1260,Adrian Heath,Myanmar,Male,1975
11605,2507,Henry Heath,0,Male,1997
11606,1261,Krsto Hegedusic,Hrvatska,Male,1931
11607,1262,Bernhard Heiliger,Poland,Male,1984
11608,7275,Jeppe Hein,Danmark,Male,2008
11609,2653,Michael Heindorff,Germany,Male,1997
11611,14527,Thilo Heinzmann,South Africa,Male,2011
11613,6341,Michael Heizer,United States,Male,2004
11616,6343,Al Held,United States,Male,2004
11621,1264,Jean Hélion,France,Male,1965
11624,1265,Paul Helleu,France,Male,1923
11625,1266,Robert Helman,Romania,Male,1959
11626,248,Charles Napier Hemy,United Kingdom,Male,1897
11629,249,Charles Cooper Henderson,United Kingdom,Male,1979
11632,1267,Elsie Marian Henderson,United Kingdom,Female,1917
11634,2508,John Henderson,0,Male,1997
11639,1268,Nigel Henderson,United Kingdom,Male,2007
11656,1269,William Henderson,United Kingdom,Male,1979
11658,1270,Liselott Henderson-Begg,0,Male,1975
11659,14929,Barkley Hendricks,United States,Male,0
11660,1271,Thomas Hennell,United Kingdom,Male,1941
11665,1272,Robert Henri,United States,Male,1961
11666,11037,Paul Henry,United Kingdom,Male,2012
11667,1273,David Hepher,United Kingdom,Male,1979
11668,1274,Dame Barbara Hepworth,United Kingdom,Female,1950
11791,250,J.G.S. Herbert,0,Male,1969
11792,251,John Rogers Herbert,United Kingdom,Male,1847
11794,1275,Auguste Herbin,France,Male,1962
11795,2593,Andrew Herman,United Kingdom,Male,1997
11796,1276,Josef Herman,Poland,Male,1953
11829,1277,Gertrude Hermes,United Kingdom,Female,1975
11840,10094,Anthony Hernandez,United States,Male,0
11841,7310,Georg Herold,Germany,Male,2010
11842,1278,Patrick Heron,United Kingdom,Male,1975
11934,6003,Arturo Herrera,Venezuela,Male,2009
11936,9101,Carmen Herrera,Cuba,Female,2013
11937,1279,Ed Herring,United Kingdom,Male,1977
11945,252,John Frederick Herring,United Kingdom,Male,1847
11951,253,John Frederick Herring  Junior,United Kingdom,Male,1976
11952,13108,Lynn Hershman,United States,Female,2010
11957,12045,Lucien Hervé,Hungery,Male,2010
11958,1280,Eva Hesse,Germany,Female,1979
11963,1281,Anton Heyboer,Indonesia,Male,1981
11966,254,Thomas Hickey,Ireland,Male,1960
11968,255,George Elgar Hicks,United Kingdom,Male,1960
11969,1282,Philip Hicks,0,Male,1975
11972,1283,Peter Hide,United Kingdom,Male,1970
11974,2762,Matthew Higgs,United Kingdom,Male,2000
11975,256,Joseph Highmore,United Kingdom,Male,1921
12054,257,Richard H. Hilditch,0,Male,1973
12055,1284,Anthony Hill,United Kingdom,Male,1975
12066,1285,Derek Hill,United Kingdom,Male,1962
12068,2376,Gary Hill,United States,Male,1995
12070,258,John Hill,United Kingdom,Male,1983
12071,1286,Susan Hiller,United States,Female,2008
12078,1287,John Hilliard,United Kingdom,Male,1973
12085,259,Nicholas Hilliard,United Kingdom,Male,0
12086,1288,Tristram Hillier,China,Male,1944
12091,260,Robert Hills,United Kingdom,Male,1927
12101,1289,Roger Hilton,United Kingdom,Male,1981
12119,261,William Hilton  the Younger,United Kingdom,Male,1841
12128,2356,Lubaina Himid,Tanzania,Female,1995
12131,9519,Gary Hincks,0,Male,0
12132,9074,Lewis Hine,United States,Male,2011
12154,7255,Roger Hiorns,United Kingdom,Male,2007
12161,15975,Minoru Hirata,Japan,Male,2012
12191,6254,Thomas Hirschhorn,Switzerland,Male,2004
12193,2308,Damien Hirst,United Kingdom,Male,2008
12247,1290,Derek Hirst,United Kingdom,Male,1979
12258,1291,Ivon Hitchens,United Kingdom,Male,1938
12279,12497,Nicholas Hlobo,South Africa,Male,2011
12283,2559,Prince Hoare,0,Male,1997
12347,2509,Sir Richard Colt Hoare,United Kingdom,Male,1997
12348,262,William Hoare,United Kingdom,Male,1974
12349,1292,Peter Hobbs,United Kingdom,Male,1975
12356,1293,David Hockney,United Kingdom,Male,1976
12467,7335,Jim Hodges,United States,Male,2004
12468,263,William Hodges,United Kingdom,Male,1964
12469,1294,Eliot Hodgkin,United Kingdom,Male,1936
12472,1295,Howard Hodgkin,United Kingdom,Male,1975
12540,1296,Frances Hodgkins,New Zealand,Female,1940
12548,5119,Candida Höfer,Germany,Female,2003
12550,264,Thomas Christopher Hofland,0,Male,1888
12551,1297,Rudolf Hoflehner,Austria,Male,1964
12552,1298,Hans Hofmann,Germany,Male,1981
12554,1299,Paul Hogarth,United Kingdom,Male,1976
12555,265,William Hogarth,United Kingdom,Male,1824
12601,1300,Lars Hokanson,0,Male,1975
12602,266,Hans Holbein  the Younger,Germany,Male,0
12603,1301,Cliff Holden,United Kingdom,Male,1962
12604,3178,Dan Holdsworth,United Kingdom,Male,2001
12605,267,Frank Holl,United Kingdom,Male,1894
12609,1302,Harry Holland,United Kingdom,Male,1983
12612,268,James Holland,United Kingdom,Male,1900
12628,6253,Carsten Höller,Belgium,Male,2006
12629,269,Charles Edward Holloway,United Kingdom,Male,1926
12630,1303,Alexander Hollweg,United Kingdom,Male,1976
12631,270,Francis Holman,0,Male,1973
12632,1304,Sir Charles John Holmes,United Kingdom,Male,1915
12635,271,Sir Richard Rivington Holmes,United Kingdom,Male,1922
12636,1305,Sir Charles Holroyd,United Kingdom,Male,1918
12648,572,Theodor von Holst,0,Male,1972
12650,1306,Lilian Holt,United Kingdom,Female,1980
12651,272,James Holworthy,0,Male,1986
12652,15525,Robert Holyhead,United Kingdom,Male,2012
12654,1307,Jenny Holzer,United States,Female,2008
12693,1308,Evie Hone,Ireland,Female,1958
12696,273,Nathaniel Hone,Ireland,Male,1861
12700,2510,Dr Richard Hook,0,Male,1997
12701,275,James Clarke Hook,United Kingdom,Male,1894
12706,276,John Hoppner,United Kingdom,Male,1837
12721,12116,Georgie Hopton,United Kingdom,Female,2008
12722,2193,Henry Silkstone Hopwood,United Kingdom,Male,1894
12723,17201,Somnath Hore,Bangladesh,Male,2013
12727,14423,Fusao Hori,Japan,Male,2011
12728,2269,Rebecca Horn,Germany,Female,1991
12770,2402,Roni Horn,United States,Female,2008
12789,1309,Edward Atkinson Hornel,Australia,Male,1928
12790,2318,Craigie Horsfield,United Kingdom,Male,2000
12794,277,John Callcott Horsley,United Kingdom,Male,1847
12795,1310,Percy Horton,United Kingdom,Male,1940
12796,1311,John Hoskin,United Kingdom,Male,1961
12799,278,Arthur Boyd Houghton,India,Male,1922
12839,1312,Gordon House,United Kingdom,Male,1975
12949,1314,Shirazeh Houshiary,Îran,Female,1993
12964,1313,Laurence Housman,United Kingdom,Male,1924
12966,1315,Albert Houthuesen,Nederland,Male,1938
13001,1316,Beatrice How,United Kingdom,Female,1935
13002,279,Henry Howard,United Kingdom,Male,1847
13003,1317,Peter Howell,United Kingdom,Male,1975
13004,280,Samuel Howitt,0,Male,1967
13006,2204,Peter Howson,United Kingdom,Male,1988
13013,1318,John Hoyland,United Kingdom,Male,1975
13052,1319,John Hubbard,United States,Male,1963
13057,2303,Edgar Hubert,United Kingdom,Male,1992
13058,3111,Anna Hope Hudson,United States,Female,2002
13059,281,Thomas Hudson,United Kingdom,Male,1886
13062,1320,Douglas Huebler,United States,Male,1974
13064,282,William Huggins,United Kingdom,Male,1967
13065,283,Arthur Hughes,United Kingdom,Male,1926
13079,1321,Malcolm Hughes,United Kingdom,Male,1981
13083,1322,Patrick Hughes,United Kingdom,Male,1976
13087,1323,Blair Hughes-Stanton,United Kingdom,Male,1975
13088,1324,Sir Herbert Hughes-Stanton,United Kingdom,Male,1908
13089,8146,Valentine Hugo,0,Female,0
13090,2605,James Hugonin,United Kingdom,Male,1997
13091,2391,Thelma Hulbert,United Kingdom,Female,1996
13093,14367,Mustafa Hulusi,United Kingdom,Male,2012
13094,2403,Gary Hume,United Kingdom,Male,1997
13117,284,Ozias Humphry,United Kingdom,Male,1965
13119,13685,Emre Huner,Turkey,Male,2010
13120,285,Alfred William Hunt,United Kingdom,Male,1894
13123,3284,Kay Hunt,0,Female,0
13124,1325,Walter Hunt,0,Male,1885
13125,286,William Henry Hunt,United Kingdom,Male,1927
13206,287,William Holman Hunt,United Kingdom,Male,1907
13224,288,Colin Hunter,United Kingdom,Male,1879
13225,1327,Leslie Hunter,United Kingdom,Male,1935
13226,289,Frederick Yeates Hurlstone,United Kingdom,Male,1905
13228,1328,Leslie Hurry,United Kingdom,Male,1986
13234,290,Robert Huskisson,United Kingdom,Male,1974
13235,2431,Giles Hussey,0,Male,1996
13240,1329,Louise Hutchinson,0,Female,1983
13241,1330,Clarke Hutton,United Kingdom,Male,1975
13242,9638,Bethan Huws,United Kingdom,Female,2007
13245,1331,Paul Huxley,United Kingdom,Male,1975
13250,5463,Pierre Huyghe,France,Male,2007
13254,291,Jacob Huysmans,Belgium,Male,1967
13255,292,Julius Caesar Ibbetson,United Kingdom,Male,1895
13263,8673,Cristina Iglesias,Spain,Female,2006
13267,1332,Arpad Illes,Hungery,Male,1978
13268,1333,Jörg Immendorff,Germany,Male,1994
13270,1334,Evelyn Ince,India,Female,1934
13271,2432,Joseph Murray Ince,United Kingdom,Male,1997
13272,293,John William Inchbold,United Kingdom,Male,1896
13313,2382,Robert Indiana,United States,Male,1996
13314,1335,Henry Inlander,Austria,Male,1956
13316,2379,Callum Innes,United Kingdom,Male,1995
13320,1336,James Dickson Innes,United Kingdom,Male,1919
13330,1337,David Inshaw,United Kingdom,Male,1975
13332,1339,Jean Ipoustéguy,France,Male,1964
13333,1340,Geoffrey Ireland,0,Male,1976
13335,1341,Robin Ironside,United Kingdom,Male,1944
13336,1342,Albert Irvin,United Kingdom,Male,1987
13342,10747,Jaki Irvine,Ireland,Female,2011
13344,1343,Gwyther Irwin,United Kingdom,Male,1975
13348,10089,Runa Islam,Bangladesh,Female,2009
13349,7504,Sanja Ivekovic,Hrvatska,Female,2008
13355,8378,Alfredo Jaar,Chile,Male,2006
13356,1344,Richard Jack,United Kingdom,Male,1912
13357,1345,Bill Jacklin,United Kingdom,Male,1982
13371,1346,Alexander Young Jackson,Canada,Male,1924
13372,1347,Arthur Jackson,United Kingdom,Male,1965
13373,1348,F. Ernest Jackson,United Kingdom,Male,1940
13375,294,Gilbert Jackson,0,Male,1981
13376,295,John Jackson,United Kingdom,Male,1894
13382,11954,Melanie Jackson,United Kingdom,Female,2008
13383,2433,Samuel Phillips Jackson,United Kingdom,Male,1997
13384,1349,Janice Jacobs,0,Female,1977
13385,1350,Alexandre Jacovleff,Russia,Male,1939
13397,1351,Charles Sargeant Jagger,United Kingdom,Male,1923
13398,1352,A. Gosset James,United Kingdom,Male,1938
13399,1353,Alexander Jamieson,United Kingdom,Male,1937
13400,14955,Piotr Janas,Poland,Male,2011
13401,1354,Ota Janecek,Czech Republica,Male,1965
13402,6880,Christian Jankowski,Germany,Male,2009
13403,2235,Ron Janowich,United States,Male,1989
13404,1355,Angela Jansen,United States,Female,1978
13409,2286,Horst Janssen,Germany,Male,1991
13410,4779,Gavin Jantjes,South Africa,Male,2002
13421,1356,Darsie Japp,United Kingdom,Male,1943
13422,1357,Tess Jaray,Austria,Female,1992
13424,2327,Derek Jarman,United Kingdom,Male,1993
13425,18265,KP Jayasankar,0,Male,0
13426,16444,Pierre Jeanneret,Switzerland,Male,0
13427,2434,James Jefferys,United Kingdom,Male,1997
13428,1358,Andrej Jemec,Slovenija,Male,1981
13430,1359,Paul Jenkins,United States,Male,1972
13431,2779,Neil Jenney,United States,Male,0
13432,1360,Humphrey Jennings,United Kingdom,Male,1971
13435,296,William George Jennings,0,Male,1982
13436,2275,Bill Jensen,United States,Male,2002
13437,10804,Sergej Jensen,Danmark,Male,2007
13439,1361,Boris Jesih,Slovenija,Male,1981
13440,14318,Jess,United States,Male,2011
13441,1362,Augustus John  OM,United Kingdom,Male,1917
13483,1363,Gwen John,United Kingdom,Female,1917
13497,3083,Richard Johnny John,0,Male,2001
13498,1364,Sir William Goscombe John,United Kingdom,Male,1896
13500,1365,Jasper Johns,United States,Male,1978
13531,1366,Ben Johnson,United Kingdom,Male,1979
13532,298,Charles Edward Johnson,0,Male,1879
13533,297,Cornelius Johnson,United Kingdom,Male,1891
13540,299,James Johnson,United Kingdom,Male,1972
13541,16660,Ray Johnson,United States,Male,2013
13542,4721,Thomas Johnson,0,Male,1997
13543,1367,William Johnstone,United Kingdom,Male,1981
13567,7726,Joan Jonas,United States,Female,2009
13568,1368,Allen Jones,United Kingdom,Male,1975
13627,1369,Barbara Jones,United Kingdom,Female,1975
13630,1370,David Jones,United Kingdom,Male,1940
13643,1371,Fred Cecil Jones,United Kingdom,Male,1937
13644,2776,Gareth Jones,United Kingdom,Male,2000
13645,300,George Jones,0,Male,1888
14691,1372,Harold Jones,United States,Male,1940
14692,2682,Sarah Jones,United Kingdom,Female,1999
14696,1373,Stanley Jones,United Kingdom,Male,1975
14700,301,Thomas Jones,United Kingdom,Male,1974
14711,2221,William Jones,0,Male,1980
14713,11551,Zebedee Jones,United Kingdom,Male,2008
14714,1374,Karin Jonzen,United Kingdom,Female,1983
14715,13897,Lamia Joreige,Al-Lubnan,Female,2011
14719,1375,Asger Jorn,Danmark,Male,1991
14724,1376,Lily D. Joseph,United Kingdom,Female,1937
14725,1377,Peter Joseph,United Kingdom,Male,1982
14727,11821,Pierre Joseph,0,Male,0
14728,302,Samuel Joseph,0,Male,1844
14729,10599,John Joy,0,Male,0
14730,10598,William Joy,0,Male,2007
14731,12046,Paul Joyce,0,Male,2010
14732,1378,Donald Judd,United States,Male,1981
14773,4019,Isaac Julien,United Kingdom,Male,2005
14774,9484,Brian Jungen,Canada,Male,0
14775,1379,Nico Jungman,Nederland,Male,1927
14776,7637,Jesper Just,Danmark,Male,2006
14777,1380,Menashe Kadishman,Israel,Male,1975
14818,1381,Erich Kahn,Germany,Male,1980
14819,2621,Franz Kaisermann,Switzerland,Male,1997
14820,1382,Wassily Kandinsky,Russia,Male,1938
